frame,events_ms,simulation_ms,render_ms,ui_ms,sim_gpu_ms,collision_gpu_ms,grid_gpu_ms,solver_gpu_ms,particles_n,frame_ms
523,0,15.8218,0,0,5.59463,0.384748,0.78468,0.884832,46344,20.5688
524,0,15.7727,0,0,5.61137,0.379132,0.798928,0.87802,46344,21.0161
525,0,32.2302,0,0,5.66311,0.377,0.77818,0.884208,46344,20.7853
526,0,21.9739,0,0,4.82544,0.413608,0.81276,0.871364,46344,20.8597
527,0,10.0835,0,0,4.75306,0.37388,0.775476,0.86372,46344,21.0152
528,0,18.2668,0,0,4.77521,0.386568,0.77558,0.873444,46344,20.8645
529,0,15.7627,0,0,4.77178,0.393016,0.784264,0.86346,46344,20.8864
530,0,15.7305,15.9043,0,5.65963,0.393796,0.779428,0.894452,46344,27.3819
531,0,15.8035,0,0,5.6173,0.422292,0.781612,0.88192,46344,20.8988
532,0,18.8743,0,0,5.56624,0.379548,0.781924,0.878124,46344,20.7605
533,0,28.9475,0,0,5.68381,0.371956,0.776828,0.920036,46344,20.9341
534,0,16.0659,0,0,4.78036,0.4004,0.780936,0.86294,46344,20.9112
535,0,15.709,0,0,4.79638,0.39286,0.807664,0.863616,46344,21.2574
536,0,31.7803,0,0,4.80766,0.372476,0.774228,0.918372,46344,20.7891
537,0,15.6809,0,0,4.81629,0.379704,0.786084,0.89882,46344,21.0447
538,0,16.1357,0,0.520996,5.56561,0.386672,0.789516,0.962156,46344,26.9346
539,0,17.4656,0,0.528076,5.81714,0.424424,0.805896,0.89726,46344,20.8588
540,0,19.021,0,0.530762,5.77476,0.461396,2.41894,0.90922,46344,20.7634
541,0,19.0911,0,0.532715,4.91421,0.41678,0.805272,0.890448,46344,21.0876
542,0,11.4409,0,0,4.85129,0.400244,0.780988,0.892372,46344,21.3051
543,0,15.125,0,0,5.67668,0.376948,0.7982,0.888888,46344,27.0796
544,0,16.0242,0,0,5.63165,0.376272,0.786448,0.8788,46344,20.7882
545,0,15.8877,0,0,5.62302,0.372736,0.777036,0.872612,46344,20.8263
546,0,15.9558,0,0,5.6693,0.383136,0.783016,0.868816,46344,21.0781
547,0,16.0273,0,0,4.80631,0.39234,0.785356,0.865176,46344,20.7634
548,0,16.075,0,0,4.78582,0.37726,0.778388,0.866008,46344,21.121
549,0,32.002,0,0,4.8671,0.377728,0.777504,0.883896,46344,20.8588
550,0,15.9302,0,0,4.79107,0.380536,0.77844,0.866424,46344,20.7329
551,0,22.8816,0,0,5.63898,0.39208,0.776672,0.897,46344,27.5335
552,0,15.7273,0,0,5.655,0.395096,0.779376,0.88374,46344,20.7586
553,0,15.6436,0,0,5.61907,0.37934,0.78494,0.876512,46344,22.1605
554,0,32.0728,0,0,5.60586,0.376012,0.7787,0.876096,46344,19.4855
555,0,21.9158,0,0,5.87824,0.415532,0.77948,0.878436,46344,20.7481
556,0,7.88086,0,0,4.8009,0.391768,0.77896,0.864708,46344,20.8731
557,0,31.6904,0,0,4.79414,0.373672,0.779376,0.869596,46344,21.2898
558,0,16.1438,0,0,4.78176,0.377624,0.779896,0.864344,46344,22.2893
559,0,15.7803,0,0,5.6523,0.379236,0.777868,0.893984,46344,25.9285
560,0,15.3958,0,0,5.95057,0.3796,0.781872,0.885924,46344,21.1706
561,0,13.8506,0,0,5.67965,0.376896,0.781092,0.880776,46344,20.5641
562,0,31.4956,0,0,5.61475,0.377988,0.778076,0.88348,46344,20.8397
563,0,16.0476,0,0,4.84593,0.43264,0.790244,0.864292,46344,20.8025
564,0,23.4614,0,0,4.78468,0.374972,0.792272,0.86398,46344,21.1201
565,0,24.0867,0,0,4.78733,0.375648,0.779688,0.8853,46344,20.936
566,0,15.9404,0,0,5.69348,0.3939,0.812084,0.891384,46344,27.6604
567,0,15.9719,0,0,5.56202,0.380952,0.783068,0.8814,46344,20.6699
568,0,15.6865,0,0,5.6562,0.378768,0.780936,0.878436,46344,20.6833
569,0,15.7451,0,0,5.72676,0.408044,0.805792,0.86606,46344,20.8931
570,0,15.8757,0,0,4.78135,0.391352,0.779584,0.864552,46344,20.7977
571,0,16.1345,0,0,4.79596,0.373152,0.8099,0.863616,46344,21.2297
572,0,16.1807,0,0,4.77298,0.377364,0.775164,0.863668,46344,20.7586
573,0,17.0464,0,0,5.61756,0.378872,0.776464,0.88972,46344,27.3638
574,0,15.0752,0,0,5.74132,0.46982,0.776152,0.883636,46344,20.7586
575,0,15.9602,0,0,5.66415,0.391716,0.780884,0.871,46344,21.0037
576,0,16.0288,0,0,5.54044,0.400608,1.50348,0.864864,46344,21.924
577,0,16.0288,0,0,4.80922,0.41236,0.778232,0.863304,46344,19.6409
578,0,21.0691,0,0,4.83148,0.37466,0.778284,0.909532,46344,21.0686
579,0,27.0442,0,0,4.78462,0.376376,0.779064,0.868504,46344,21.0752
580,0,15.894,0,0,5.66327,0.371488,0.782548,0.888732,46344,27.3399
581,0,31.6851,0,0,5.72837,0.37544,0.784836,0.935948,46344,20.9351
582,0,16.0493,0,0,5.56754,0.37362,0.797992,0.874744,46344,20.5708
583,0,16.1294,0,0,5.53831,0.409916,1.49864,0.866788,46344,20.9332
584,0,31.5991,0,0,4.8671,0.4186,0.779428,0.8918,46344,20.7634
585,0,15.7454,0,0,4.77256,0.377104,0.778128,0.861588,46344,21.3165
586,0,15.6729,0,0,4.7711,0.376428,0.77948,0.861744,46344,20.6499
587,0,15.6584,0,0,5.6484,0.376636,0.89466,0.891176,46344,27.3676
588,0,16.0872,0,0,5.71272,0.37596,0.779636,0.88712,46344,20.8807
589,0,31.7666,0,0,5.633,0.37336,0.77922,0.8775,46344,21.575
590,0,15.8818,0,0,5.66446,0.428532,0.78312,0.870688,46344,20.0291
591,0,16.1338,0,0,4.77786,0.379392,0.779896,0.866164,46344,20.977
592,0,31.5684,0,0,4.84396,0.374712,0.78182,0.92872,46344,22.0385
593,0,15.8206,0,0,5.56228,0.375492,0.778336,0.881192,46344,27.1502
594,0,31.4597,0,0,5.64595,0.37934,0.803452,0.896532,46344,20.2961
595,0,16.0083,0,0,5.04572,0.444496,0.982956,0.865696,46344,20.7634
596,0,24.7581,0,0,4.77994,0.383032,0.777712,0.860652,46344,21.7018
