frame,frame_ms,events_ms,render_ms,mesh_deform_ms,simulation_ms,forces_ms,collision_ms,solver_ms,joints_ms,verts_deformed_n,faces_rendered_n,substeps_n,active_joints_n,broken_joints_n
25,1.0686,0.0352,0.8061,0.0121,9.0874,1.1226,4.8963,2.4347,0.4669,208353,69451,1,4761,0
26,1.1284,0.0398,0.8521,0.0127,8.4397,0.9003,4.7572,2.3400,0.3450,208353,69451,1,4761,0
27,1.1997,0.0323,0.9382,0.0115,12.8434,1.0445,4.7907,2.4476,2.0515,208353,69451,1,4759,2
28,1.5137,0.0313,1.2767,0.0115,22.0890,10.1787,5.1022,2.4680,2.0707,208353,69451,1,4757,4
29,1.5037,0.0543,1.1002,0.0119,21.4849,9.9360,5.4056,2.5078,1.8538,208353,69451,1,4755,6
30,1.2695,0.0325,1.0184,0.0129,21.4494,9.6218,5.2957,2.5659,2.0511,208353,69451,1,4753,8
31,1.1510,0.1407,0.7802,0.0120,23.7041,10.1541,5.4989,2.7232,2.0367,208353,69451,1,4751,10
32,1.1688,0.0328,0.9225,0.0120,22.1857,10.0312,5.3503,2.7149,2.2012,208353,69451,1,4749,12
33,1.2434,0.0334,0.9935,0.0121,21.2533,9.9620,5.4326,2.6664,1.9275,208353,69451,1,4747,14
34,1.0760,0.0321,0.8308,0.0105,22.2970,10.3982,5.5275,2.6658,2.0104,208353,69451,1,4745,16
35,1.0833,0.0323,0.8395,0.0122,25.4379,10.3739,5.5360,2.9516,2.3941,208353,69451,1,4743,18
36,1.4901,0.0325,1.2364,0.0270,23.0234,10.1872,5.3395,2.6109,1.8657,208353,69451,1,4741,20
37,1.2734,0.0495,0.8025,0.0118,21.7739,9.4876,5.7325,2.6184,1.9783,208353,69451,1,4739,22
38,1.6407,0.0435,1.2730,0.0188,22.0997,10.7898,5.5614,2.5506,1.9952,208353,69451,1,4738,23
39,1.8338,0.0329,1.5122,0.0164,18.7331,10.0810,5.4967,2.6368,0.4180,208353,69451,1,4738,23
40,2.0154,0.0497,1.6461,0.0156,18.5510,10.0919,5.3975,2.5005,0.4555,208353,69451,1,4738,23
41,1.3407,0.0298,1.1041,0.0108,18.1056,9.5577,5.3936,2.5555,0.4771,208353,69451,1,4738,23
42,1.2925,0.0262,1.0710,0.0104,18.4420,9.8911,5.4145,2.6039,0.4160,208353,69451,1,4738,23
43,1.9217,0.0501,1.4873,0.0226,18.6588,10.0682,5.4208,2.6415,0.4192,208353,69451,1,4738,23
44,1.4475,0.3171,0.7446,0.0101,18.2898,10.0149,5.2423,2.5293,0.3975,208353,69451,1,4738,23
45,1.4631,0.0780,1.1962,0.0103,18.3871,9.7881,5.5787,2.4398,0.4719,208353,69451,1,4738,23
46,1.1630,0.0292,0.9318,0.0105,18.7353,10.3644,5.4075,2.4184,0.4067,208353,69451,1,4738,23
47,1.3332,0.0262,1.0654,0.0145,18.6520,10.2338,5.3633,2.5143,0.4313,208353,69451,1,4738,23
48,2.8376,0.0511,2.3338,0.0229,18.1666,9.9270,5.3322,2.4216,0.3913,208353,69451,1,4738,23
49,1.1901,0.0262,0.9643,0.0109,18.1246,9.5229,5.2705,2.6105,0.5793,208353,69451,1,4738,23
50,1.4009,0.0245,1.1866,0.0122,18.6120,9.8576,5.5707,2.6398,0.4204,208353,69451,1,4738,23
51,0.9743,0.0276,0.7526,0.0103,18.4839,10.2370,5.2312,2.4717,0.4040,208353,69451,1,4738,23
52,1.7791,0.0347,1.4670,0.0110,18.8367,10.1548,5.6433,2.5464,0.3844,208353,69451,1,4738,23
53,1.3859,0.0274,1.1497,0.0117,18.1702,9.8709,5.4094,2.4236,0.3689,208353,69451,1,4738,23
54,1.1733,0.0255,0.9661,0.0099,18.2388,9.5496,5.4249,2.6486,0.5139,208353,69451,1,4738,23
55,1.0135,0.0230,0.8189,0.0103,18.3901,9.9638,5.4261,2.4617,0.4299,208353,69451,1,4738,23
56,2.2797,0.0408,1.8881,0.0329,19.6700,10.8896,5.6369,2.4506,0.5112,208353,69451,1,4738,23
57,140.3873,0.6990,0.8979,0.0093,18.2680,9.8667,5.4231,2.4281,0.4287,208353,69451,1,4738,23
58,13.3888,0.6664,0.7662,0.0101,18.5776,10.3154,5.3824,2.3805,0.3641,208353,69451,1,4738,23
59,11.8159,0.1875,0.8872,0.0097,18.4037,10.0622,5.4565,2.3969,0.3863,208353,69451,1,4738,23
60,11.5416,0.0407,0.8248,0.0110,18.4848,10.0277,5.5396,2.4155,0.3990,208353,69451,1,4738,23
61,11.5072,0.0371,0.9704,0.0112,18.3380,9.7815,5.4733,2.4682,0.4925,208353,69451,1,4738,23
62,11.4962,0.0396,0.8060,0.0106,18.2845,9.8040,5.5231,2.3925,0.4421,208353,69451,1,4738,23
63,11.6323,0.0343,0.8488,0.0314,18.5820,9.9424,5.3165,2.7144,0.4870,208353,69451,1,4738,23
64,11.6056,0.0397,0.7195,0.0107,21.0369,12.3650,5.7218,2.4100,0.4180,208353,69451,1,4738,23
65,11.6241,0.0331,0.9649,0.0127,18.5875,9.8796,5.4862,2.6091,0.5026,208353,69451,1,4738,23
66,11.8089,0.0319,0.7030,0.0092,22.1779,9.9430,5.5342,2.5068,1.9730,208353,69451,1,4737,24
67,11.8412,0.0315,0.9280,0.0097,23.1834,10.6088,5.5179,2.4916,2.0591,208353,69451,1,4735,26
68,11.7635,0.0293,0.9400,0.0119,22.7898,10.3571,5.3398,2.5462,2.0601,208353,69451,1,4733,28
69,12.1620,0.0252,0.7818,0.0134,18.5488,10.2269,5.3054,2.4920,0.3973,208353,69451,1,4733,28
70,11.2626,0.0265,0.7036,0.0089,18.9055,10.4010,5.4400,2.4824,0.4683,208353,69451,1,4733,28
71,11.6748,0.0317,0.9583,0.0107,23.4846,15.0260,5.4252,2.4629,0.4369,208353,69451,1,4733,28
72,11.5564,0.0252,0.7482,0.0086,18.6379,10.0206,5.4899,2.5514,0.4648,208353,69451,1,4733,28
73,12.4887,0.0534,0.7468,0.0109,18.7224,10.3680,5.3714,2.4788,0.3974,208353,69451,1,4733,28
74,9.9614,0.0437,0.7250,0.0101,19.6726,10.5233,5.7811,2.8397,0.4261,208353,69451,1,4733,28
75,10.4387,0.0330,0.7021,0.0095,18.9767,10.0024,5.6607,2.6482,0.5459,208353,69451,1,4733,28
76,9.8690,0.0289,0.7413,0.0099,19.2023,10.5325,5.6812,2.4735,0.3977,208353,69451,1,4733,28
77,9.9289,0.0555,0.6629,0.0093,18.5862,10.1507,5.4207,2.4330,0.4628,208353,69451,1,4733,28
78,10.2126,0.0357,1.0421,0.0101,18.0936,9.8055,5.3828,2.4408,0.3627,208353,69451,1,4733,28
79,9.7931,0.0374,0.6895,0.0108,18.9159,10.0398,5.5088,2.7717,0.4824,208353,69451,1,4733,28
80,9.7961,0.0553,0.6525,0.0096,19.0409,10.5559,5.4884,2.4308,0.4227,208353,69451,1,4733,28
81,9.4027,0.0256,0.6233,0.0081,19.6069,11.0578,5.5605,2.4341,0.4414,208353,69451,1,4733,28
82,10.0617,0.0421,0.7475,0.0096,18.2858,10.1053,5.1879,2.4099,0.4570,208353,69451,1,4733,28
83,9.7779,0.0299,1.0834,0.0093,18.5237,9.9948,5.3878,2.5868,0.4265,208353,69451,1,4733,28
84,13.9866,0.0429,0.8809,0.0114,18.4819,10.0138,5.4919,2.4578,0.4089,208353,69451,1,4733,28
85,23.0687,0.0325,0.7320,0.0093,18.2505,9.8557,5.4124,2.4659,0.4082,208353,69451,1,4733,28
86,22.3145,0.0280,0.6306,0.0089,18.8806,10.2136,5.6488,2.4680,0.4278,208353,69451,1,4733,28
87,22.4433,0.0222,0.7915,0.0078,18.9659,10.4202,5.4811,2.5062,0.4479,208353,69451,1,4733,28
88,24.9568,0.0224,1.0468,0.0106,18.7478,10.2274,5.5317,2.4617,0.4195,208353,69451,1,4733,28
89,23.1664,0.0239,0.7804,0.0094,18.6103,10.2087,5.3593,2.5595,0.3816,208353,69451,1,4733,28
90,22.1432,0.0223,0.6962,0.0094,18.0713,9.8762,5.2117,2.4921,0.3828,208353,69451,1,4733,28
91,23.3097,0.0220,0.8049,0.0088,19.0208,10.6271,5.3670,2.4327,0.4582,208353,69451,1,4733,28
92,26.3033,0.0232,0.6653,0.0078,19.1932,10.7365,5.5510,2.3906,0.3894,208353,69451,1,4733,28
93,24.0557,0.0217,0.8339,0.0109,18.1849,9.9430,5.2380,2.3362,0.5479,208353,69451,1,4733,28
94,30.1508,0.0211,8.1428,0.0296,17.7551,9.5480,5.3249,2.3819,0.4018,208353,69451,1,4733,28
95,22.9869,0.0440,0.6779,0.0080,18.3972,10.1265,5.3355,2.4213,0.3968,208353,69451,1,4733,28
96,19.9208,0.0211,0.9877,0.0104,18.9665,10.3471,5.3277,2.6715,0.4937,208353,69451,1,4733,28
97,19.6313,0.0222,0.8711,0.0123,18.5665,10.2628,5.2759,2.4426,0.4506,208353,69451,1,4733,28
98,18.9735,0.0223,0.6568,0.0095,18.2799,10.0346,5.4129,2.3765,0.3538,208353,69451,1,4733,28
99,19.5235,0.0237,0.8759,0.0102,18.3950,10.0264,5.3805,2.4326,0.4317,208353,69451,1,4733,28
100,19.7187,0.0249,0.8555,0.0100,18.8485,10.3383,5.5449,2.4023,0.4176,208353,69451,1,4733,28
101,19.3205,0.0229,0.8009,0.0104,19.2191,10.4842,5.4568,2.7614,0.4082,208353,69451,1,4733,28
102,19.7270,0.0222,1.1134,0.0109,18.2360,9.8289,5.4030,2.4635,0.4380,208353,69451,1,4733,28
103,19.7681,0.0401,0.8120,0.0098,18.3525,10.1933,5.2911,2.3707,0.3938,208353,69451,1,4733,28
104,19.5104,0.0236,0.6602,0.0098,19.3580,10.9042,5.5062,2.4027,0.4431,208353,69451,1,4733,28
105,19.6733,0.0215,1.2997,0.0093,18.2968,9.7683,5.2722,2.6002,0.5381,208353,69451,1,4733,28
106,19.2053,0.0217,0.8024,0.0088,18.7047,10.0473,5.5845,2.4894,0.4378,208353,69451,1,4733,28
107,20.1550,0.0233,1.3021,0.0211,18.8847,10.2908,5.3857,2.6671,0.4232,208353,69451,1,4733,28
108,19.4180,0.0304,0.7174,0.0086,18.4110,9.9995,5.3637,2.4814,0.4520,208353,69451,1,4733,28
109,19.7079,0.0241,0.6709,0.0088,19.0038,10.1181,5.4364,2.8366,0.5060,208353,69451,1,4733,28
110,18.9960,0.0215,0.6319,0.0082,18.3282,9.9417,5.3411,2.4989,0.4159,208353,69451,1,4733,28
111,19.1108,0.0210,0.6727,0.0097,19.6173,10.9413,5.6394,2.5458,0.3868,208353,69451,1,4733,28
112,19.6183,0.0235,0.9487,0.0108,18.3327,10.1915,5.2132,2.3811,0.4322,208353,69451,1,4733,28
113,20.6123,0.0300,0.7203,0.0113,18.5345,9.9124,5.5762,2.5028,0.4376,208353,69451,1,4733,28
114,19.4052,0.0239,0.9218,0.0124,18.4826,10.1670,5.2854,2.4280,0.4789,208353,69451,1,4733,28
115,19.6209,0.0439,0.8242,0.0093,18.5806,10.1597,5.2909,2.5908,0.4266,208353,69451,1,4733,28
116,19.3209,0.0225,0.7223,0.0096,19.2864,10.7550,5.4240,2.4986,0.4931,208353,69451,1,4733,28
117,19.4615,0.0226,0.7664,0.0099,18.8147,10.4171,5.4092,2.4401,0.3968,208353,69451,1,4733,28
118,19.3289,0.0352,0.7641,0.0100,18.5112,10.1078,5.4152,2.5082,0.3756,208353,69451,1,4733,28
119,19.2853,0.0254,0.7895,0.0200,18.3930,10.1490,5.2369,2.4869,0.4186,208353,69451,1,4733,28
120,19.7980,0.0242,1.0086,0.0093,17.8156,9.5324,5.3291,2.3859,0.4506,208353,69451,1,4733,28
121,21.9168,0.0270,0.6769,0.0106,18.6671,10.1733,5.3701,2.5161,0.4471,208353,69451,1,4733,28
122,19.5075,0.0219,0.7080,0.0101,18.8196,10.4106,5.4861,2.3956,0.4062,208353,69451,1,4733,28
123,23.4436,0.0315,1.0066,0.0115,18.4846,10.2079,5.3269,2.4241,0.4131,208353,69451,1,4733,28
124,24.2779,0.0228,0.8850,0.0103,18.2071,9.9447,5.2087,2.4598,0.4902,208353,69451,1,4733,28
125,23.7536,0.0226,0.7551,0.0101,20.7367,12.2332,5.5081,2.4496,0.4074,208353,69451,1,4733,28
126,19.4017,0.0237,0.6495,0.0099,18.9815,10.0322,5.6638,2.6728,0.5011,208353,69451,1,4733,28
127,19.9597,0.0240,0.8207,0.0119,18.6564,9.9520,5.4227,2.5755,0.5864,208353,69451,1,4733,28
128,24.5278,0.0290,0.8122,0.0102,26.2841,17.2408,5.5780,2.6794,0.6314,208353,69451,1,4733,28
129,19.5409,0.0231,0.6917,0.0109,26.4893,17.7040,5.6309,2.4982,0.4811,208353,69451,1,4733,28
130,19.6500,0.0322,0.7176,0.0083,22.2931,13.7752,5.5837,2.4164,0.4033,208353,69451,1,4733,28
131,20.5894,0.0223,0.7112,0.0112,18.0544,9.7661,5.2911,2.4766,0.4114,208353,69451,1,4733,28
132,20.0674,0.0224,0.8862,0.0104,18.2599,9.8212,5.3349,2.5681,0.4296,208353,69451,1,4733,28
133,20.1753,0.0232,0.7685,0.0101,18.4488,9.9595,5.4760,2.4210,0.4898,208353,69451,1,4733,28
134,19.7149,0.0217,0.9217,0.0079,,,,,,208353,69451,,,
135,18.9433,0.0215,0.6380,0.0088,,,,,,208353,69451,,,
136,20.2756,0.0315,1.0864,0.0124,,,,,,208353,69451,,,
137,20.0724,0.0588,0.7887,0.0100,,,,,,208353,69451,,,
138,20.4976,0.0407,0.6683,0.0102,,,,,,208353,69451,,,
139,19.2737,0.0228,0.7903,0.0085,,,,,,208353,69451,,,
140,19.3800,0.0235,0.6492,0.0080,,,,,,208353,69451,,,
141,19.3439,0.0206,0.6667,0.0103,,,,,,208353,69451,,,
142,19.3415,0.0215,0.8455,0.0127,,,,,,208353,69451,,,
143,20.0724,0.0505,0.9658,0.0082,,,,,,208353,69451,,,
144,19.8353,0.0221,0.6685,0.0102,,,,,,208353,69451,,,
145,19.7153,0.0228,0.7646,0.0099,,,,,,208353,69451,,,
146,19.7065,0.0214,0.8979,0.0106,,,,,,208353,69451,,,
147,19.5778,0.0214,1.2748,0.0104,,,,,,208353,69451,,,
148,20.0112,0.0265,0.7804,0.0132,,,,,,208353,69451,,,
149,20.1636,0.0258,0.7667,0.0110,,,,,,208353,69451,,,
150,19.2192,0.0324,0.8267,0.0113,,,,,,208353,69451,,,
151,18.7500,0.0218,0.7951,0.0085,,,,,,208353,69451,,,
152,19.4734,0.0235,0.8673,0.0094,,,,,,208353,69451,,,
153,20.0719,0.0237,0.8760,0.0111,,,,,,208353,69451,,,
154,19.5155,0.0255,0.7415,0.0108,,,,,,208353,69451,,,
155,19.4434,0.0221,0.9477,0.0081,,,,,,208353,69451,,,
156,19.6491,0.0258,1.0416,0.0109,,,,,,208353,69451,,,
157,19.8890,0.0268,0.8229,0.0094,,,,,,208353,69451,,,
158,20.2258,0.0380,0.7921,0.0100,,,,,,208353,69451,,,
159,19.1111,0.0212,0.6707,0.0096,,,,,,208353,69451,,,
160,19.2024,0.0238,0.6506,0.0096,,,,,,208353,69451,,,
161,20.2547,0.0220,0.6935,0.0106,,,,,,208353,69451,,,
162,19.2849,0.0237,0.7631,0.0104,,,,,,208353,69451,,,
163,19.6145,0.0374,0.6746,0.0098,,,,,,208353,69451,,,
164,19.9349,0.0272,0.8467,0.0109,,,,,,208353,69451,,,
165,19.4885,0.0230,0.8732,0.0084,,,,,,208353,69451,,,
166,20.3662,0.0333,1.1096,0.0117,,,,,,208353,69451,,,
167,19.2188,0.0273,0.6824,0.0099,,,,,,208353,69451,,,
168,20.5863,0.0229,0.7654,0.0094,,,,,,208353,69451,,,
169,22.1830,0.0215,3.6205,0.0094,,,,,,208353,69451,,,
170,19.7598,0.0219,1.0055,0.0110,,,,,,208353,69451,,,
171,19.3995,0.0241,0.7071,0.0109,,,,,,208353,69451,,,
172,19.6289,0.0233,0.8395,0.0099,,,,,,208353,69451,,,
173,20.7332,0.0256,1.1949,0.0115,,,,,,208353,69451,,,
174,19.8997,0.0350,0.8739,0.0133,,,,,,208353,69451,,,
175,19.3689,0.0226,0.6614,0.0104,,,,,,208353,69451,,,
176,19.2725,0.0229,0.6797,0.0095,,,,,,208353,69451,,,
177,19.3307,0.0215,1.2693,0.0097,,,,,,208353,69451,,,
178,19.6452,0.0256,0.7616,0.0103,,,,,,208353,69451,,,
179,19.7488,0.0245,0.7262,0.0080,,,,,,208353,69451,,,
180,19.3456,0.0226,0.6522,0.0099,,,,,,208353,69451,,,
181,19.4011,0.0214,0.9639,0.0134,,,,,,208353,69451,,,
182,21.6358,0.0341,0.6808,0.0101,,,,,,208353,69451,,,
183,19.9521,0.0224,0.7618,0.0114,,,,,,208353,69451,,,
184,19.5505,0.0237,0.6811,0.0100,,,,,,208353,69451,,,
185,27.9176,0.0232,1.3381,0.0176,,,,,,208353,69451,,,
186,27.5106,0.0364,0.8045,0.0085,,,,,,208353,69451,,,
187,23.2849,0.0223,0.7915,0.0086,,,,,,208353,69451,,,
188,18.9095,0.0222,0.6522,0.0092,,,,,,208353,69451,,,
189,19.1196,0.0220,0.6622,0.0098,,,,,,208353,69451,,,
190,19.7073,0.0226,1.0595,0.0229,,,,,,208353,69451,,,
191,4.2180,0.3597,3.6410,0.0137,,,,,,208353,69451,,,
192,1.0916,0.0811,0.7827,0.0126,,,,,,208353,69451,,,
193,1.5790,0.0443,1.1742,0.0107,,,,,,208353,69451,,,
194,1.1642,0.0191,0.9843,0.0117,,,,,,208353,69451,,,
195,1.7930,0.0231,1.5463,0.0109,,,,,,208353,69451,,,
196,1.3601,0.0221,1.1648,0.0095,,,,,,208353,69451,,,
197,2.8130,0.0438,2.3413,0.0242,,,,,,208353,69451,,,
198,1.1785,0.0350,0.9298,0.0124,,,,,,208353,69451,,,
199,1.3014,0.0292,1.0639,0.0102,,,,,,208353,69451,,,
200,0.9205,0.0250,0.7039,0.0107,,,,,,208353,69451,,,
201,1.1706,0.0189,0.9929,0.0128,,,,,,208353,69451,,,
202,1.1480,0.0200,0.9647,0.0098,,,,,,208353,69451,,,
203,3.2459,0.5098,2.2927,0.0226,,,,,,208353,69451,,,
204,1.3064,0.0598,1.0431,0.0096,,,,,,208353,69451,,,
205,1.8047,0.0388,1.5239,0.0140,,,,,,208353,69451,,,
206,1.1231,0.0511,0.8219,0.0114,,,,,,208353,69451,,,
207,1.2688,0.0204,1.0793,0.0102,,,,,,208353,69451,,,
208,1.1936,0.0199,1.0133,0.0092,,,,,,208353,69451,,,
209,1.0959,0.0204,0.9091,0.0092,,,,,,208353,69451,,,
210,1.0103,0.0258,0.7888,0.0107,,,,,,208353,69451,,,
211,0.8630,0.0242,0.6647,0.0114,,,,,,208353,69451,,,
212,1.2852,0.0272,1.0629,0.0108,,,,,,208353,69451,,,
213,1.4124,0.0246,1.1949,0.0122,,,,,,208353,69451,,,
214,0.8946,0.0235,0.6941,0.0109,,,,,,208353,69451,,,
215,0.8987,0.0233,0.6962,0.0106,,,,,,208353,69451,,,
216,1.0822,0.0222,0.8853,0.0096,,,,,,208353,69451,,,
217,1.3080,0.0278,1.0748,0.0109,,,,,,208353,69451,,,
218,1.6366,0.0262,1.4135,0.0110,,,,,,208353,69451,,,
219,0.8496,0.0230,0.6505,0.0101,,,,,,208353,69451,,,
220,1.5408,0.0341,1.2809,0.0120,,,,,,208353,69451,,,
221,0.7879,0.0226,0.5786,0.0092,,,,,,208353,69451,,,
222,1.9093,0.0380,1.5253,0.0277,,,,,,208353,69451,,,
223,0.7962,0.0209,0.6057,0.0096,,,,,,208353,69451,,,
224,0.9623,0.0225,0.7590,0.0105,,,,,,208353,69451,,,
225,1.4053,0.0281,1.1788,0.0116,,,,,,208353,69451,,,
226,0.8524,0.0211,0.6664,0.0092,,,,,,208353,69451,,,
227,1.8281,0.0284,1.5988,0.0210,,,,,,208353,69451,,,
228,2.2117,0.0395,1.8117,0.0204,,,,,,208353,69451,,,
229,2.9360,0.0597,2.3883,0.0252,,,,,,208353,69451,,,
230,2.1628,0.0470,1.7391,0.0215,,,,,,208353,69451,,,
231,1.7660,0.0301,1.4764,0.0148,,,,,,208353,69451,,,
232,0.8477,0.0216,0.6581,0.0091,,,,,,208353,69451,,,
233,2.4886,0.0360,2.0895,0.0207,,,,,,208353,69451,,,
234,1.5632,0.0301,1.3197,0.0116,,,,,,208353,69451,,,
235,2.1771,0.0548,1.7255,0.0252,,,,,,208353,69451,,,
236,1.7842,0.0401,1.3543,0.0230,,,,,,208353,69451,,,
237,1.0715,0.0327,0.8139,0.0132,,,,,,208353,69451,,,
238,1.2300,0.0311,0.8533,0.0222,,,,,,208353,69451,,,
239,1.1767,0.0217,0.9783,0.0206,,,,,,208353,69451,,,
240,1.3337,0.0267,1.1190,0.0108,,,,,,208353,69451,,,
241,1.1032,0.0275,0.8527,0.0109,,,,,,208353,69451,,,
242,1.2450,0.1327,0.8201,0.0121,,,,,,208353,69451,,,
243,1.2718,0.2569,0.7793,0.0125,,,,,,208353,69451,,,
244,1.2102,0.2022,0.7711,0.0126,,,,,,208353,69451,,,
245,1.5860,0.2974,0.9023,0.0122,,,,,,208353,69451,,,
246,1.5902,0.2867,0.9006,0.0444,,,,,,208353,69451,,,
247,1.6504,0.2904,1.1212,0.0157,,,,,,208353,69451,,,
248,1.5715,0.3741,0.9638,0.0136,,,,,,208353,69451,,,
249,1.5823,0.5561,0.8034,0.0125,,,,,,208353,69451,,,
250,1.1541,0.3554,0.6026,0.0096,,,,,,208353,69451,,,
251,1.2496,0.0550,0.9676,0.0143,,,,,,208353,69451,,,
252,1.1400,0.0422,0.8727,0.0164,,,,,,208353,69451,,,
253,1.0479,0.0338,0.7892,0.0126,,,,,,208353,69451,,,
254,1.2123,0.0336,0.9062,0.0230,,,,,,208353,69451,,,
255,1.0394,0.0353,0.7729,0.0130,,,,,,208353,69451,,,
256,1.2242,0.0324,0.9720,0.0129,,,,,,208353,69451,,,
257,1.0619,0.0333,0.8031,0.0138,,,,,,208353,69451,,,
258,1.1130,0.0311,0.8640,0.0111,,,,,,208353,69451,,,
259,1.5919,0.4582,0.8732,0.0145,,,,,,208353,69451,,,
260,1.2385,0.2513,0.7491,0.0154,,,,,,208353,69451,,,
261,1.2730,0.2776,0.7355,0.0124,,,,,,208353,69451,,,
262,1.3390,0.3561,0.7542,0.0130,,,,,,208353,69451,,,
263,1.4625,0.4033,0.8411,0.0124,,,,,,208353,69451,,,
264,1.7452,0.4879,1.0205,0.0126,,,,,,208353,69451,,,
265,1.2505,0.2312,0.7895,0.0131,,,,,,208353,69451,,,
266,1.3388,0.2417,0.8226,0.0142,,,,,,208353,69451,,,
267,1.2562,0.2206,0.8035,0.0128,,,,,,208353,69451,,,
268,1.7725,0.2607,1.2788,0.0239,,,,,,208353,69451,,,
269,1.2670,0.0314,1.0246,0.0257,,,,,,208353,69451,,,
270,1.2326,0.0325,0.9826,0.0247,,,,,,208353,69451,,,
271,1.2230,0.0336,0.9682,0.0226,,,,,,208353,69451,,,
272,1.4203,0.0342,1.1589,0.0139,,,,,,208353,69451,,,
273,1.2038,0.0357,0.9364,0.0126,,,,,,208353,69451,,,
274,0.9781,0.0318,0.7315,0.0115,,,,,,208353,69451,,,
275,1.7827,0.5036,1.0301,0.0126,,,,,,208353,69451,,,
276,1.2011,0.0293,0.9520,0.0128,,,,,,208353,69451,,,
277,2.4060,0.3869,1.6578,0.0332,,,,,,208353,69451,,,
278,1.1674,0.0322,0.9148,0.0120,,,,,,208353,69451,,,
279,1.0390,0.0333,0.7869,0.0121,,,,,,208353,69451,,,
280,1.1070,0.0332,0.8346,0.0130,,,,,,208353,69451,,,
281,1.3254,0.0324,1.0758,0.0117,,,,,,208353,69451,,,
282,1.7350,0.0324,1.4836,0.0117,,,,,,208353,69451,,,
283,1.2036,0.0372,0.9287,0.0122,,,,,,208353,69451,,,
284,1.0419,0.0299,0.8050,0.0129,,,,,,208353,69451,,,
285,111.7212,109.8228,1.6474,0.0160,,,,,,208353,69451,,,
TOTAL,2944.2777,128.7413,285.8581,3.6289,2466.8304,1132.0478,847.2365,355.6550,82.6544,59588958,19862986,134,635300,2674
